Granja,Galpón,Sexo,Día,Tipo,Categoría,Cosechado (1/0),Cantidad cosechada
VALLE DE ORO,10,H,7,BLANCO,PEQUEÑO,0,0
VALLE DE ORO,10,H,8,BLANCO,PEQUEÑO,0,0
VALLE DE ORO,10,H,9,BLANCO,PEQUEÑO,0,0
VALLE DE ORO,10,H,10,BLANCO,PEQUEÑO,0,0
VALLE DE ORO,10,H,11,BLANCO,PEQUEÑO,0,0
VALLE DE ORO,10,H,12,BLANCO,PEQUEÑO,0,0
CARACOLI,1,M,1,BLANCO,GRANDE,0,0
CARACOLI,1,M,2,BLANCO,GRANDE,0,0
CARACOLI,1,M,3,BLANCO,GRANDE,0,0
CARACOLI,1,M,4,BLANCO,GRANDE,1,5882
CARACOLI,1,M,5,BLANCO,GRANDE,0,0
CARACOLI,1,M,6,BLANCO,GRANDE,0,0
CARACOLI,1,M,7,BLANCO,GRANDE,0,0
CARACOLI,1,M,8,BLANCO,GRANDE,0,0
CARACOLI,1,M,9,BLANCO,GRANDE,0,0
CARACOLI,1,M,10,BLANCO,GRANDE,0,0
CARACOLI,1,M,11,BLANCO,GRANDE,0,0
CARACOLI,1,M,12,BLANCO,GRANDE,0,0
CARACOLI,1,H,1,BLANCO,PEQUEÑO,0,0
CARACOLI,1,H,2,BLANCO,PEQUEÑO,0,0
CARACOLI,1,H,3,BLANCO,PEQUEÑO,0,0
CARACOLI,1,H,4,BLANCO,PEQUEÑO,0,0
CARACOLI,1,H,5,BLANCO,PEQUEÑO,0,0
CARACOLI,1,H,6,BLANCO,PEQUEÑO,1,5903
CARACOLI,1,H,7,BLANCO,PEQUEÑO,0,0
CARACOLI,1,H,8,BLANCO,PEQUEÑO,0,0
CARACOLI,1,H,9,BLANCO,PEQUEÑO,0,0
CARACOLI,1,H,10,BLANCO,PEQUEÑO,0,0
CARACOLI,1,H,11,BLANCO,PEQUEÑO,0,0
CARACOLI,1,H,12,BLANCO,PEQUEÑO,0,0
CARACOLI,2,M,1,BLANCO,GRANDE,0,0
CARACOLI,2,M,2,BLANCO,GRANDE,0,0
CARACOLI,2,M,3,BLANCO,GRANDE,0,0
CARACOLI,2,M,4,BLANCO,GRANDE,0,0
CARACOLI,2,M,5,BLANCO,GRANDE,0,0
CARACOLI,2,M,6,BLANCO,GRANDE,1,10499
CARACOLI,2,M,7,BLANCO,GRANDE,0,0
CARACOLI,2,M,8,BLANCO,GRANDE,0,0
CARACOLI,2,M,9,BLANCO,GRANDE,0,0
CARACOLI,2,M,10,BLANCO,GRANDE,0,0
CARACOLI,2,M,11,BLANCO,GRANDE,0,0
CARACOLI,2,M,12,BLANCO,GRANDE,0,0
CARACOLI,2,H,1,BLANCO,PEQUEÑO,0,0
CARACOLI,2,H,2,BLANCO,PEQUEÑO,0,0
CARACOLI,2,H,3,BLANCO,PEQUEÑO,0,0
CARACOLI,2,H,4,BLANCO,PEQUEÑO,0,0
CARACOLI,2,H,5,BLANCO,PEQUEÑO,0,0
CARACOLI,2,H,6,BLANCO,PEQUEÑO,0,0
CARACOLI,2,H,7,BLANCO,PEQUEÑO,0,0
CARACOLI,2,H,8,BLANCO,PEQUEÑO,0,0
CARACOLI,2,H,9,BLANCO,PEQUEÑO,0,0
CARACOLI,2,H,10,BLANCO,PEQUEÑO,0,0
CARACOLI,2,H,11,BLANCO,PEQUEÑO,0,0
CARACOLI,2,H,12,BLANCO,PEQUEÑO,1,1966
LA JUANA,4,M,1,CAMPESINO,GRANDE,0,0
LA JUANA,4,M,2,CAMPESINO,GRANDE,0,0
LA JUANA,4,M,3,CAMPESINO,GRANDE,0,0
LA JUANA,4,M,4,CAMPESINO,GRANDE,0,0
LA JUANA,4,M,5,CAMPESINO,GRANDE,0,0
LA JUANA,4,M,6,CAMPESINO,GRANDE,0,0
LA JUANA,4,M,7,CAMPESINO,GRANDE,0,0
LA JUANA,4,M,8,CAMPESINO,GRANDE,0,0
LA JUANA,4,M,9,CAMPESINO,GRANDE,0,0
LA JUANA,4,M,10,CAMPESINO,GRANDE,1,15040
LA JUANA,4,M,11,CAMPESINO,GRANDE,0,0
LA JUANA,4,M,12,CAMPESINO,GRANDE,0,0
LA JUANA,4,H,1,BLANCO,PEQUEÑO,0,0
LA JUANA,4,H,2,BLANCO,PEQUEÑO,0,0
LA JUANA,4,H,3,BLANCO,PEQUEÑO,0,0
LA JUANA,4,H,4,BLANCO,PEQUEÑO,0,0
LA JUANA,4,H,5,BLANCO,PEQUEÑO,0,0
LA JUANA,4,H,6,BLANCO,PEQUEÑO,0,0
LA JUANA,4,H,7,BLANCO,PEQUEÑO,0,0
LA JUANA,4,H,8,BLANCO,PEQUEÑO,0,0
LA JUANA,4,H,9,BLANCO,PEQUEÑO,0,0
LA JUANA,4,H,10,BLANCO,PEQUEÑO,0,0
LA JUANA,4,H,11,BLANCO,PEQUEÑO,0,0
LA JUANA,4,H,12,BLANCO,PEQUEÑO,0,0
LA JUANA,5,M,1,CAMPESINO,GRANDE,0,0
LA JUANA,5,M,2,CAMPESINO,GRANDE,0,0
LA JUANA,5,M,3,CAMPESINO,GRANDE,0,0
LA JUANA,5,M,4,CAMPESINO,GRANDE,0,0
LA JUANA,5,M,5,CAMPESINO,GRANDE,0,0
LA JUANA,5,M,6,CAMPESINO,GRANDE,0,0
LA JUANA,5,M,7,CAMPESINO,GRANDE,0,0
LA JUANA,5,M,8,CAMPESINO,GRANDE,0,0
LA JUANA,5,M,9,CAMPESINO,GRANDE,0,0
LA JUANA,5,M,10,CAMPESINO,GRANDE,1,16168
LA JUANA,5,M,11,CAMPESINO,GRANDE,0,0
LA JUANA,5,M,12,CAMPESINO,GRANDE,0,0
LA JUANA,5,H,1,BLANCO,PEQUEÑO,0,0
LA JUANA,5,H,2,BLANCO,PEQUEÑO,0,0
LA JUANA,5,H,3,BLANCO,PEQUEÑO,0,0
LA JUANA,5,H,4,BLANCO,PEQUEÑO,0,0
LA JUANA,5,H,5,BLANCO,PEQUEÑO,0,0
LA JUANA,5,H,6,BLANCO,PEQUEÑO,0,0
LA JUANA,5,H,7,BLANCO,PEQUEÑO,0,0
LA JUANA,5,H,8,BLANCO,PEQUEÑO,0,0
LA JUANA,5,H,9,BLANCO,PEQUEÑO,0,0
LA JUANA,5,H,10,BLANCO,PEQUEÑO,0,0
LA JUANA,5,H,11,BLANCO,PEQUEÑO,0,0
LA JUANA,5,H,12,BLANCO,PEQUEÑO,0,0
RECREO,1,M,1,CAMPESINO,GRANDE,0,0
RECREO,1,M,2,CAMPESINO,GRANDE,0,0
RECREO,1,M,3,CAMPESINO,GRANDE,0,0
RECREO,1,M,4,CAMPESINO,GRANDE,0,0
RECREO,1,M,5,CAMPESINO,GRANDE,0,0
RECREO,1,M,6,CAMPESINO,GRANDE,0,0
RECREO,1,M,7,CAMPESINO,GRANDE,0,0
RECREO,1,M,8,CAMPESINO,GRANDE,0,0
RECREO,1,M,9,CAMPESINO,GRANDE,0,0
RECREO,1,M,10,CAMPESINO,GRANDE,0,0
RECREO,1,M,11,CAMPESINO,GRANDE,0,0
RECREO,1,M,12,CAMPESINO,GRANDE,1,10434
RECREO,1,H,1,BLANCO,PEQUEÑO,0,0
RECREO,1,H,2,BLANCO,PEQUEÑO,0,0
RECREO,1,H,3,BLANCO,PEQUEÑO,0,0
RECREO,1,H,4,BLANCO,PEQUEÑO,1,10434
RECREO,1,H,5,BLANCO,PEQUEÑO,0,0
RECREO,1,H,6,BLANCO,PEQUEÑO,0,0
RECREO,1,H,7,BLANCO,PEQUEÑO,0,0
RECREO,1,H,8,BLANCO,PEQUEÑO,0,0
RECREO,1,H,9,BLANCO,PEQUEÑO,0,0
RECREO,1,H,10,BLANCO,PEQUEÑO,0,0
RECREO,1,H,11,BLANCO,PEQUEÑO,0,0
RECREO,1,H,12,BLANCO,PEQUEÑO,0,0
RECREO,2,M,1,CAMPESINO,GRANDE,0,0
RECREO,2,M,2,CAMPESINO,GRANDE,0,0
RECREO,2,M,3,CAMPESINO,GRANDE,0,0
RECREO,2,M,4,CAMPESINO,GRANDE,0,0
RECREO,2,M,5,CAMPESINO,GRANDE,0,0
RECREO,2,M,6,CAMPESINO,GRANDE,0,0
RECREO,2,M,7,CAMPESINO,GRANDE,0,0
RECREO,2,M,8,CAMPESINO,GRANDE,1,10434
RECREO,2,M,9,CAMPESINO,GRANDE,0,0
RECREO,2,M,10,CAMPESINO,GRANDE,0,0
RECREO,2,M,11,CAMPESINO,GRANDE,0,0
RECREO,2,M,12,CAMPESINO,GRANDE,0,0
RECREO,2,H,1,BLANCO,PEQUEÑO,0,0
RECREO,2,H,2,BLANCO,PEQUEÑO,0,0
RECREO,2,H,3,BLANCO,PEQUEÑO,0,0
RECREO,2,H,4,BLANCO,PEQUEÑO,1,10434
RECREO,2,H,5,BLANCO,PEQUEÑO,0,0
RECREO,2,H,6,BLANCO,PEQUEÑO,0,0
RECREO,2,H,7,BLANCO,PEQUEÑO,0,0
RECREO,2,H,8,BLANCO,PEQUEÑO,0,0
RECREO,2,H,9,BLANCO,PEQUEÑO,0,0
RECREO,2,H,10,BLANCO,PEQUEÑO,0,0
RECREO,2,H,11,BLANCO,PEQUEÑO,0,0
RECREO,2,H,12,BLANCO,PEQUEÑO,0,0
RECREO,3,M,1,CAMPESINO,GRANDE,0,0
RECREO,3,M,2,CAMPESINO,GRANDE,0,0
RECREO,3,M,3,CAMPESINO,GRANDE,0,0
RECREO,3,M,4,CAMPESINO,GRANDE,0,0
RECREO,3,M,5,CAMPESINO,GRANDE,0,0
RECREO,3,M,6,CAMPESINO,GRANDE,0,0
RECREO,3,M,7,CAMPESINO,GRANDE,0,0
RECREO,3,M,8,CAMPESINO,GRANDE,0,0
RECREO,3,M,9,CAMPESINO,GRANDE,1,19364
RECREO,3,M,10,CAMPESINO,GRANDE,0,0
RECREO,3,M,11,CAMPESINO,GRANDE,0,0
RECREO,3,M,12,CAMPESINO,GRANDE,0,0
RECREO,4,M,1,CAMPESINO,GRANDE,0,0
RECREO,4,M,2,CAMPESINO,GRANDE,0,0
RECREO,4,M,3,CAMPESINO,GRANDE,0,0
RECREO,4,M,4,CAMPESINO,GRANDE,0,0
RECREO,4,M,5,CAMPESINO,GRANDE,0,0
RECREO,4,M,6,CAMPESINO,GRANDE,0,0
RECREO,4,M,7,CAMPESINO,GRANDE,0,0
RECREO,4,M,8,CAMPESINO,GRANDE,0,0
RECREO,4,M,9,CAMPESINO,GRANDE,1,17363
RECREO,4,M,10,CAMPESINO,GRANDE,0,0
RECREO,4,M,11,CAMPESINO,GRANDE,0,0
RECREO,4,M,12,CAMPESINO,GRANDE,0,0
RECREO,5,H,1,BLANCO,PEQUEÑO,0,0
RECREO,5,H,2,BLANCO,PEQUEÑO,0,0
RECREO,5,H,3,BLANCO,PEQUEÑO,0,0
RECREO,5,H,4,BLANCO,PEQUEÑO,0,0
RECREO,5,H,5,BLANCO,PEQUEÑO,0,0
RECREO,5,H,6,BLANCO,PEQUEÑO,0,0
RECREO,5,H,7,BLANCO,PEQUEÑO,0,0
RECREO,5,H,8,BLANCO,PEQUEÑO,0,0
RECREO,5,H,9,BLANCO,PEQUEÑO,0,0
RECREO,5,H,10,BLANCO,PEQUEÑO,0,0
RECREO,5,H,11,BLANCO,PEQUEÑO,0,0
RECREO,5,H,12,BLANCO,PEQUEÑO,0,0
RECREO,6,H,1,BLANCO,PEQUEÑO,0,0
RECREO,6,H,2,BLANCO,PEQUEÑO,0,0
RECREO,6,H,3,BLANCO,PEQUEÑO,1,18225
RECREO,6,H,4,BLANCO,PEQUEÑO,0,0
RECREO,6,H,5,BLANCO,PEQUEÑO,0,0
RECREO,6,H,6,BLANCO,PEQUEÑO,0,0
RECREO,6,H,7,BLANCO,PEQUEÑO,0,0
RECREO,6,H,8,BLANCO,PEQUEÑO,0,0
RECREO,6,H,9,BLANCO,PEQUEÑO,0,0
RECREO,6,H,10,BLANCO,PEQUEÑO,0,0
RECREO,6,H,11,BLANCO,PEQUEÑO,0,0
RECREO,6,H,12,BLANCO,PEQUEÑO,0,0
ALBORADA,1,H,1,BLANCO,PEQUEÑO,0,0
ALBORADA,1,H,2,BLANCO,PEQUEÑO,0,0
ALBORADA,1,H,3,BLANCO,PEQUEÑO,0,0
ALBORADA,1,H,4,BLANCO,PEQUEÑO,0,0
ALBORADA,1,H,5,BLANCO,PEQUEÑO,0,0
ALBORADA,1,H,6,BLANCO,PEQUEÑO,0,0
ALBORADA,1,H,7,BLANCO,PEQUEÑO,0,0
ALBORADA,1,H,8,BLANCO,PEQUEÑO,0,0
ALBORADA,1,H,9,BLANCO,PEQUEÑO,0,0
ALBORADA,1,H,10,BLANCO,PEQUEÑO,0,0
ALBORADA,1,H,11,BLANCO,PEQUEÑO,0,0
ALBORADA,1,H,12,BLANCO,PEQUEÑO,0,0
ALBORADA,2,H,1,BLANCO,PEQUEÑO,0,0
ALBORADA,2,H,2,BLANCO,PEQUEÑO,0,0
ALBORADA,2,H,3,BLANCO,PEQUEÑO,0,0
ALBORADA,2,H,4,BLANCO,PEQUEÑO,0,0
ALBORADA,2,H,5,BLANCO,PEQUEÑO,1,18142
ALBORADA,2,H,6,BLANCO,PEQUEÑO,0,0
ALBORADA,2,H,7,BLANCO,PEQUEÑO,0,0
ALBORADA,2,H,8,BLANCO,PEQUEÑO,0,0
ALBORADA,2,H,9,BLANCO,PEQUEÑO,0,0
ALBORADA,2,H,10,BLANCO,PEQUEÑO,0,0
ALBORADA,2,H,11,BLANCO,PEQUEÑO,0,0
ALBORADA,2,H,12,BLANCO,PEQUEÑO,0,0
ALBORADA,3,M,1,BLANCO,MEDIANO,0,0
ALBORADA,3,M,2,BLANCO,MEDIANO,0,0
ALBORADA,3,M,3,BLANCO,MEDIANO,0,0
ALBORADA,3,M,4,BLANCO,MEDIANO,0,0
ALBORADA,3,M,5,BLANCO,MEDIANO,1,14382
ALBORADA,3,M,6,BLANCO,MEDIANO,0,0
ALBORADA,3,M,7,BLANCO,MEDIANO,0,0
ALBORADA,3,M,8,BLANCO,MEDIANO,0,0
ALBORADA,3,M,9,BLANCO,MEDIANO,0,0
ALBORADA,3,M,10,BLANCO,MEDIANO,0,0
ALBORADA,3,M,11,BLANCO,MEDIANO,0,0
ALBORADA,3,M,12,BLANCO,MEDIANO,0,0
ALBORADA,4,M,1,CAMPESINO,MEDIANO,0,0
ALBORADA,4,M,2,CAMPESINO,MEDIANO,0,0
ALBORADA,4,M,3,CAMPESINO,MEDIANO,0,0
ALBORADA,4,M,4,CAMPESINO,MEDIANO,0,0
ALBORADA,4,M,5,CAMPESINO,MEDIANO,0,0
ALBORADA,4,M,6,CAMPESINO,MEDIANO,0,0
ALBORADA,4,M,7,CAMPESINO,MEDIANO,0,0
ALBORADA,4,M,8,CAMPESINO,MEDIANO,0,0
ALBORADA,4,M,9,CAMPESINO,MEDIANO,0,0
ALBORADA,4,M,10,CAMPESINO,MEDIANO,0,0
ALBORADA,4,M,11,CAMPESINO,MEDIANO,0,0
ALBORADA,4,M,12,CAMPESINO,MEDIANO,0,0
DON SEBASTIAN,1,M,1,BLANCO,MEDIANO,0,0
DON SEBASTIAN,1,M,2,BLANCO,MEDIANO,0,0
DON SEBASTIAN,1,M,3,BLANCO,MEDIANO,0,0
DON SEBASTIAN,1,M,4,BLANCO,MEDIANO,0,0
DON SEBASTIAN,1,M,5,BLANCO,MEDIANO,1,2820
DON SEBASTIAN,1,M,6,BLANCO,MEDIANO,0,0
DON SEBASTIAN,1,M,7,BLANCO,MEDIANO,0,0
DON SEBASTIAN,1,M,8,BLANCO,MEDIANO,0,0
DON SEBASTIAN,1,M,9,BLANCO,MEDIANO,0,0
DON SEBASTIAN,1,M,10,BLANCO,MEDIANO,0,0
DON SEBASTIAN,1,M,11,BLANCO,MEDIANO,0,0
DON SEBASTIAN,1,M,12,BLANCO,MEDIANO,0,0
DON SEBASTIAN,2,H,1,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,2,H,2,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,2,H,3,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,2,H,4,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,2,H,5,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,2,H,6,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,2,H,7,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,2,H,8,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,2,H,9,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,2,H,10,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,2,H,11,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,2,H,12,BLANCO,PEQUEÑO,1,2068
DON SEBASTIAN,3,H,1,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,3,H,2,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,3,H,3,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,3,H,4,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,3,H,5,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,3,H,6,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,3,H,7,BLANCO,PEQUEÑO,1,2820
DON SEBASTIAN,3,H,8,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,3,H,9,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,3,H,10,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,3,H,11,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,3,H,12,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,4,M,1,BLANCO,MEDIANO,0,0
DON SEBASTIAN,4,M,2,BLANCO,MEDIANO,0,0
DON SEBASTIAN,4,M,3,BLANCO,MEDIANO,0,0
DON SEBASTIAN,4,M,4,BLANCO,MEDIANO,1,5546
DON SEBASTIAN,4,M,5,BLANCO,MEDIANO,0,0
DON SEBASTIAN,4,M,6,BLANCO,MEDIANO,0,0
DON SEBASTIAN,4,M,7,BLANCO,MEDIANO,0,0
DON SEBASTIAN,4,M,8,BLANCO,MEDIANO,0,0
DON SEBASTIAN,4,M,9,BLANCO,MEDIANO,0,0
DON SEBASTIAN,4,M,10,BLANCO,MEDIANO,0,0
DON SEBASTIAN,4,M,11,BLANCO,MEDIANO,0,0
DON SEBASTIAN,4,M,12,BLANCO,MEDIANO,0,0
DON SEBASTIAN,4,H,1,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,4,H,2,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,4,H,3,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,4,H,4,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,4,H,5,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,4,H,6,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,4,H,7,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,4,H,8,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,4,H,9,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,4,H,10,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,4,H,11,BLANCO,PEQUEÑO,1,4982
DON SEBASTIAN,4,H,12,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,5,M,1,BLANCO,MEDIANO,0,0
DON SEBASTIAN,5,M,2,BLANCO,MEDIANO,0,0
DON SEBASTIAN,5,M,3,BLANCO,MEDIANO,1,5640
DON SEBASTIAN,5,M,4,BLANCO,MEDIANO,0,0
DON SEBASTIAN,5,M,5,BLANCO,MEDIANO,0,0
DON SEBASTIAN,5,M,6,BLANCO,MEDIANO,0,0
DON SEBASTIAN,5,M,7,BLANCO,MEDIANO,0,0
DON SEBASTIAN,5,M,8,BLANCO,MEDIANO,0,0
DON SEBASTIAN,5,M,9,BLANCO,MEDIANO,0,0
DON SEBASTIAN,5,M,10,BLANCO,MEDIANO,0,0
DON SEBASTIAN,5,M,11,BLANCO,MEDIANO,0,0
DON SEBASTIAN,5,M,12,BLANCO,MEDIANO,0,0
DON SEBASTIAN,5,H,1,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,5,H,2,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,5,H,3,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,5,H,4,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,5,H,5,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,5,H,6,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,5,H,7,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,5,H,8,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,5,H,9,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,5,H,10,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,5,H,11,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,5,H,12,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,6,M,1,BLANCO,MEDIANO,0,0
DON SEBASTIAN,6,M,2,BLANCO,MEDIANO,0,0
DON SEBASTIAN,6,M,3,BLANCO,MEDIANO,0,0
DON SEBASTIAN,6,M,4,BLANCO,MEDIANO,0,0
DON SEBASTIAN,6,M,5,BLANCO,MEDIANO,1,3572
DON SEBASTIAN,6,M,6,BLANCO,MEDIANO,0,0
DON SEBASTIAN,6,M,7,BLANCO,MEDIANO,0,0
DON SEBASTIAN,6,M,8,BLANCO,MEDIANO,0,0
DON SEBASTIAN,6,M,9,BLANCO,MEDIANO,0,0
DON SEBASTIAN,6,M,10,BLANCO,MEDIANO,0,0
DON SEBASTIAN,6,M,11,BLANCO,MEDIANO,0,0
DON SEBASTIAN,6,M,12,BLANCO,MEDIANO,0,0
DON SEBASTIAN,6,H,1,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,6,H,2,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,6,H,3,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,6,H,4,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,6,H,5,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,6,H,6,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,6,H,7,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,6,H,8,BLANCO,PEQUEÑO,1,3102
DON SEBASTIAN,6,H,9,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,6,H,10,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,6,H,11,BLANCO,PEQUEÑO,0,0
DON SEBASTIAN,6,H,12,BLANCO,PEQUEÑO,0,0
EL EDEN,8,M,1,CAMPESINO,MEDIANO,0,0
EL EDEN,8,M,2,CAMPESINO,MEDIANO,0,0
EL EDEN,8,M,3,CAMPESINO,MEDIANO,0,0
EL EDEN,8,M,4,CAMPESINO,MEDIANO,0,0
EL EDEN,8,M,5,CAMPESINO,MEDIANO,0,0
EL EDEN,8,M,6,CAMPESINO,MEDIANO,0,0
EL EDEN,8,M,7,CAMPESINO,MEDIANO,0,0
EL EDEN,8,M,8,CAMPESINO,MEDIANO,0,0
EL EDEN,8,M,9,CAMPESINO,MEDIANO,0,0
EL EDEN,8,M,10,CAMPESINO,MEDIANO,0,0
EL EDEN,8,M,11,CAMPESINO,MEDIANO,0,0
EL EDEN,8,M,12,CAMPESINO,MEDIANO,0,0
EL EDEN,8,H,1,BLANCO,PEQUEÑO,0,0
EL EDEN,8,H,2,BLANCO,PEQUEÑO,0,0
EL EDEN,8,H,3,BLANCO,PEQUEÑO,0,0
EL EDEN,8,H,4,BLANCO,PEQUEÑO,0,0
EL EDEN,8,H,5,BLANCO,PEQUEÑO,1,24064
EL EDEN,8,H,6,BLANCO,PEQUEÑO,0,0
EL EDEN,8,H,7,BLANCO,PEQUEÑO,0,0
EL EDEN,8,H,8,BLANCO,PEQUEÑO,0,0
EL EDEN,8,H,9,BLANCO,PEQUEÑO,0,0
EL EDEN,8,H,10,BLANCO,PEQUEÑO,0,0
EL EDEN,8,H,11,BLANCO,PEQUEÑO,0,0
EL EDEN,8,H,12,BLANCO,PEQUEÑO,0,0
EL EDEN,9,M,1,CAMPESINO,MEDIANO,0,0
EL EDEN,9,M,2,CAMPESINO,MEDIANO,0,0
EL EDEN,9,M,3,CAMPESINO,MEDIANO,0,0
EL EDEN,9,M,4,CAMPESINO,MEDIANO,0,0
EL EDEN,9,M,5,CAMPESINO,MEDIANO,0,0
EL EDEN,9,M,6,CAMPESINO,MEDIANO,0,0
EL EDEN,9,M,7,CAMPESINO,MEDIANO,0,0
EL EDEN,9,M,8,CAMPESINO,MEDIANO,0,0
EL EDEN,9,M,9,CAMPESINO,MEDIANO,0,0
EL EDEN,9,M,10,CAMPESINO,MEDIANO,0,0
EL EDEN,9,M,11,CAMPESINO,MEDIANO,0,0
EL EDEN,9,M,12,CAMPESINO,MEDIANO,0,0
EL EDEN,9,H,1,BLANCO,PEQUEÑO,0,0
EL EDEN,9,H,2,BLANCO,PEQUEÑO,1,23406
EL EDEN,9,H,3,BLANCO,PEQUEÑO,0,0
EL EDEN,9,H,4,BLANCO,PEQUEÑO,0,0
EL EDEN,9,H,5,BLANCO,PEQUEÑO,0,0
EL EDEN,9,H,6,BLANCO,PEQUEÑO,0,0
EL EDEN,9,H,7,BLANCO,PEQUEÑO,0,0
EL EDEN,9,H,8,BLANCO,PEQUEÑO,0,0
EL EDEN,9,H,9,BLANCO,PEQUEÑO,0,0
EL EDEN,9,H,10,BLANCO,PEQUEÑO,0,0
EL EDEN,9,H,11,BLANCO,PEQUEÑO,0,0
EL EDEN,9,H,12,BLANCO,PEQUEÑO,0,0
EL EDEN,10,M,1,CAMPESINO,MEDIANO,0,0
EL EDEN,10,M,2,CAMPESINO,MEDIANO,0,0
EL EDEN,10,M,3,CAMPESINO,MEDIANO,0,0
EL EDEN,10,M,4,CAMPESINO,MEDIANO,0,0
EL EDEN,10,M,5,CAMPESINO,MEDIANO,0,0
EL EDEN,10,M,6,CAMPESINO,MEDIANO,0,0
EL EDEN,10,M,7,CAMPESINO,MEDIANO,0,0
EL EDEN,10,M,8,CAMPESINO,MEDIANO,0,0
EL EDEN,10,M,9,CAMPESINO,MEDIANO,0,0
EL EDEN,10,M,10,CAMPESINO,MEDIANO,0,0
EL EDEN,10,M,11,CAMPESINO,MEDIANO,0,0
EL EDEN,10,M,12,CAMPESINO,MEDIANO,0,0
EL EDEN,10,H,1,BLANCO,PEQUEÑO,0,0
EL EDEN,10,H,2,BLANCO,PEQUEÑO,0,0
EL EDEN,10,H,3,BLANCO,PEQUEÑO,0,0
EL EDEN,10,H,4,BLANCO,PEQUEÑO,0,0
EL EDEN,10,H,5,BLANCO,PEQUEÑO,1,23500
EL EDEN,10,H,6,BLANCO,PEQUEÑO,0,0
EL EDEN,10,H,7,BLANCO,PEQUEÑO,0,0
EL EDEN,10,H,8,BLANCO,PEQUEÑO,0,0
EL EDEN,10,H,9,BLANCO,PEQUEÑO,0,0
EL EDEN,10,H,10,BLANCO,PEQUEÑO,0,0
EL EDEN,10,H,11,BLANCO,PEQUEÑO,0,0
EL EDEN,10,H,12,BLANCO,PEQUEÑO,0,0
EL EDEN,11,M,1,CAMPESINO,MEDIANO,0,0
EL EDEN,11,M,2,CAMPESINO,MEDIANO,0,0
EL EDEN,11,M,3,CAMPESINO,MEDIANO,0,0
EL EDEN,11,M,4,CAMPESINO,MEDIANO,0,0
EL EDEN,11,M,5,CAMPESINO,MEDIANO,0,0
EL EDEN,11,M,6,CAMPESINO,MEDIANO,0,0
EL EDEN,11,M,7,CAMPESINO,MEDIANO,0,0
EL EDEN,11,M,8,CAMPESINO,MEDIANO,0,0
EL EDEN,11,M,9,CAMPESINO,MEDIANO,0,0
